TYPE;NAVIGATIONPATH;EXTERNALKEY;Artikelname (KOM --> Übersetzung);Produkttext Shop (KOM --> Übersetzung);Anbau - übersetzen (KOM);Einkauf & Logistik - übersetzen (KOM);Produzierende - übersetzen (KOM);Verarbeitung - übersetzen (KOM);Nachhaltigkeit & Transparenz (KOM);Verwendung & Zubereitung (KOM --> Übersetzung);Aufbewahrung & Haltbarkeit (KOM --> Übersetzung);Herkunft (KOM);Category ID Shopware (Kategorien)
Artikel;Direktversand > Frischprodukte > Gemüse > Gemüse - weiteres;1021726;Bunte Randen;Frische Bio-Randen von Kathrin Bischofberger und Urs Ledermann aus Herzogenbuchsee. Sie bauen das Gemüse auf ihrem Biohof auf dem Oberbützberg an. Sie setzen dabei auf regenerative Landwirtschaft, brauen ihren eigenen Komposttee und düngen den Boden mit Flächenrotten. Das Paar liefert Ihnen je 3 Kilo klassische rote Randen sowie die beiden alten Sorten Golden und Chioggia. Das Fruchtfleisch der Sorte Golden ist gelb, die Chioggia-Randen zeichnen sich durch ihre roten und weissen Streifen im Innern aus. Die Randen kommen ungewaschen bei Ihnen an, weil das ihre Haltbarkeit verlängert.;;;;;;;Die Randen kommen ungewaschen bei Ihnen an, weil das ihre Haltbarkeit verlängert. In diesem Zustand können Sie die Knollen im Keller oder im Kühlschrank bis zu 3 Monate aufbewahren. Verpacken Sie die Randen am besten in Plastikbeutel, in die sie zuvor einige Löcher geschnitten haben. So verhindern Sie, dass die Knollen schrumpelig werden.;Schweiz;Früchte & Gemüse, Gemüse
Artikel;Direktversand > Frischprodukte > Gemüse > Wurzelgemüse;1019758;Randen;Paket mit Randen der alten Sorten Golden, Chioggia und Formanova sowie klassischen roten Randen vom Biohof natürlichMoser in Hindelbank. Das Fruchtfleisch der Golden-Randen ist gelb, die Chioggia-Randen zeichnen sich durch ihre roten und weissen Streifen im Innern aus. Das Fleisch der langen, zylindrisch geformten Formanova-Knollen ist dunkelrot. Regina und Jürg Moser setzen sich für die Erhaltung der Biodiversität ein und säen auf ihrem Betrieb unter anderem Ackerschonstreifen und Bienenweiden an.;;;;;;;Die Randen kommen ungewaschen bei Ihnen an, weil das ihre Haltbarkeit verlängert. In diesem Zustand können Sie die Knollen im Keller oder im Kühlschrank bis zu 3 Monate aufbewahren. Verpacken Sie die Randen am besten in Plastikbeutel, in die sie zuvor einige Löcher geschnitten haben. So verhindern Sie, dass die Knollen schrumpelig werden.;Schweiz;Früchte & Gemüse, Gemüse
Artikel;Direktversand > Trockenprodukte > Getränke > Saft > gemischte Säfte;1021917;Randensaft mit Äpfeln;Randen-Apfelsaft vom Grüthof in Wildensbuch. Beatrice Peter und Jorge Vásquez führen den Hof in zweiter Generation. Sie veredeln den Saft ihrer Randen und Hochstammäpfel mit Schweizer Ingwersaft und Zitronensaft aus Italien, was ihm eine angenehme Säure mit leichter Schärfe verleiht. Sie erhalten den Saft in einer Bag-in-Box-Verpackung à 3 Liter.;;;;;;;;Schweiz;Getränke, Saft
Artikel;Direktversand > Trockenprodukte > Getränke > Saft > gemischte Säfte;1020692;Randensaft mit Äpfeln;Je 6 Flaschen Apfel-Randensaft à 5 Deziliter vom Grüthof in Wildensbuch. Beatrice Peter und Jorge Vásquez führen den Hof in zweiter Generation. Sie veredeln den Saft ihrer Randen und Hochstammäpfel mit Schweizer Ingwersaft und Zitronensaft aus Italien, was ihm eine angenehme Säure mit leichter Schärfe verleiht.;;;;;;;;Schweiz;Getränke, Saft
Artikel;Direktversand > Trockenprodukte > Öl/Essig > Öle - weitere;1022211;Rapsöl;Kaltgepresstes Bio-Rapsöl vom Biohof Lochholz in Murzelen im Kanton Bern. Seit 2021 führt Andrea Schütz den Familienbetrieb, der vor über 100 Jahren gegründet und seit 2004 bio-zertifiziert ist. Seit 2022 steht ihr Hans Mathys an der Seite. Gemeinsam produzieren sie in naturnaher, bienenfreundlicher Permakultur. Das Rapsöl schmeckt seidig mild mit nussigen Aromen und eignet sich hervorragend für die kalte Küche. Durch die Verpackung im Bag-in-Box ist das Rapsöl bei kühler und trockener Lagerung mindestens 1.5 Jahr haltbar.;;;;;;;;Schweiz;Vorrat, Öl & Essig
Artikel;Direktversand > Trockenprodukte > Nüsse > Mandeln geröstet/gewürzt;1021048;Rauchmandeln mit Salz;Ganze, ungeschälte Mandeln, geräuchert, geröstet und gesalzen. Die Mandeln kommen je nach Verfügbarkeit aus Tunesien von unserem Partner Skaya oder aus Pakistan von Bauernfamilien aus den Hochebenen im Norden des Landes.;;;;;;;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Tunesien / Pakistan;Mandeln, Nüsse & Kerne, Salzige Snacks, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Nüsse > Mandeln geröstet/gewürzt;1019801;Rauchmandeln mit Salz;Ganze, ungeschälte Mandeln, geräuchert, geröstet und gesalzen. Die Mandeln kommen aus Pakistan von Bauernfamilien aus den Hochebenen im Norden des Landes. Mindestens haltbar bis 31.12.2025;;;;;;;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Pakistan;Mandeln, Nüsse & Kerne
Artikel;Direktversand > Trockenprodukte > Nüsse > Mandeln geröstet/gewürzt;1021703;Rauchmandeln mit Salz;Ganze, ungeschälte Mandeln, geräuchert, geröstet und gesalzen. Ideal für Apéros oder als Topping für Salate. Die Mandeln kommen aus Pakistan von Bauernfamilien aus den Hochebenen im Norden des Landes. Bei Lieferengpässen kann es vorkommen, dass wir vorübergehend Mandeln aus anderen Ländern beziehen statt aus Pakistan.;;;;;;;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Pakistan;Mandeln, Nüsse & Kerne, Salzige Snacks, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Nüsse > Mandeln geröstet/gewürzt;1004500;Rauchmandeln mit Salz;Ganze, ungeschälte Mandeln, geräuchert, geröstet und gesalzen. Die Mandeln kommen von unserem Partner Skaya aus Tunesien.;;;;;;;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Tunesien;Mandeln, Nüsse & Kerne, Salzige Snacks, Schokolade & Snacks
Produktgruppe;Direktversand > Trockenprodukte > Grundnahrungsmittel;Direktversand_Trockenprodukte_Grundnahrungsmittel_Reis;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Grundnahrungsmittel > Reis > Hom Mali;1020010;Weisser Jasminreis;Echter Jasminreis kommt aus Thailand und heisst Hom Mali, was weisse Blume bedeutet. Dieser Reis ist geschält und zeichnet sich durch ein blumiges Aroma aus. Er klebt nach dem Kochen ganz leicht zusammen. Hom Mali ist deswegen aber nicht zu verwechseln mit Klebreis.;Bio;Einkauf bei Verarbeiter, seit 2013. Transport: Schiff von Thailand nach Rotterdam, Rheinschiff von Rotterdam nach Basel, LKW zur Reismühle in Brunnen, LKW nach Embrach/Singen.;Von 569 Bauernfamilien auf durchschnittlich 7.4 ha im Nordosten Thailands angebaut.;Verarbeitet in der Reismühle Nutrex in Brunnen, Schweiz. 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;Von 569 Bauernfamilien auf durchschnittlich 7.4 ha im Nordosten Thailands angebaut Bio, Transport: Schiff von Thailand nach Rotterdam, Rheinschiff von Rotterdam nach Basel, LKW zur Reismühle in Brunnen, 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser Einkauf bei Verarbeiter, seit 2013;Zubereitung (Grundrezept für 2 Personen): 1 Tasse Reis zwei Mal waschen und in Kochtopf geben, 1.5 fache Menge Wasser dazugeben und salzen. 10min einweichen, dann aufkochen und sobald es kocht mittlere Hitzestufe einstellen. Danach Reis ca. 10-12 min bei geschlossenem Deckel köcheln lassen.;;Thailand;Reis & Getreide, Vorrat
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Getränke;1019963;Renata Fonte, Hisotelaray;Paket mit 6 Flaschen Renata Fonte 2020 von Hisotelaray. Einem kraftvollen, aromatischen und dennoch eleganten Negroamaro aus Apulien. Hisotelaray gehört Libera Terra an, einem Verbund von Kooperativen, die auf Land wirken, das die italienischen Behörden von der Mafia konfisziert haben. In der Nase Noten von gedörrten Waldbeeren und Pflaume. Am Gaumen kraftvoll mit leicht spürbarem Tannin und langem Abgang.;;;;;;;;Italien;Getränke, Wein & Cider
Artikel;Direktversand > Archiv > Archiv-Frischprodukte > ZZ-Archiv-Gemüse;1020478;Austernseitlinge;4 Pilz-Boxen mit Austernseitlingen zum selber Ziehen von der Fine Funghi AG aus Gossau. Ist die Pilz-Box einmal geöffnet, wachsen die Pilze bei Ihnen zu Hause innerhalb von 10 bis 12 Tagen heran. Dafür müssen Sie die geöffnete Box bloss bei Tageslicht aufbewahren und das Substrat täglich mit etwas Wasser benetzen. Aus einer Box wachsen ca. 150 bis 300 Gramm frische Pilze. Austernseitlinge haben ein zartes Fleisch und sind sehr saftig.;;;;;;Austernseitlinge lassen sich anbraten, dünsten, grillieren oder leicht erwärmen.;Bewahren Sie die Box nach dem Öffnen bei Tageslicht auf. Vermeiden Sie unbedingt direkte Sonneneinstrahlung. Benetzen Sie das Substrat täglich ein bis zwei Mal mit Wasser. Nach maximal 14 Tagen sind die Pilze erntereif. Sie können das Wachstum der Pilze um bis zu 3 Wochen verzögern, indem Sie die verschlossene Box im Kühlschrank lagern. Nach der Ernte können Sie die Austernseitlinge bis zu 4 Tage lang im Kühlschrank aufbewahren.;Schweiz;Früchte & Gemüse, Gemüse
Artikel;Direktversand > Archiv > Archiv-Frischprodukte > ZZ-Archiv-Gemüse;1019762;Kartoffeln;Paket mit 10 Kilo Kartoffeln der Sorte Erika. Wegen des Lockdowns im Winter konnte Bio-Bauer Urs Ledermann aus Bleienbach weniger Kartoffeln an die Gastronomie absetzen als erwartet. Nun sucht er nach Abnehmer:innen für seinen Lagerbestand, bevor die neue Ernte kommt. Die Sorte ist festkochend und eignet sich ideal für Gschwellti oder Kartoffelsalat.;;;;;;;Kartoffeln sollten dunkel, trocken und kühl lagern. Am besten im Keller. Idealerweise legen Sie die Kartoffeln in eine mit Zeitung ausgelegte Holzkiste flach aus, damit sie genug Luft und keine Druckstellen bekommen. So können Sie die Knollen bis zu 3 Monate aufbewahren. Bei Zimmertemperatur verschrumpeln die Kartoffeln nach zwei bis drei Wochen etwas. Das hat aber keinen Einfluss auf ihren Geschmack. Sind die Kartoffeln Licht ausgesetzt, verfärben sie sich grün und beginnen zu keimen. Die grünen Stellen grosszügig wegschneiden und Keime entfernen. Nicht zusammen mit Zwiebeln aufbewahren.;Schweiz;Früchte & Gemüse, Gemüse
Produkt;Direktversand > Frischprodukte > Früchte;Direktversand_Frischprodukte_Fruechte_0_Rhabarbernfrisch;;;;;;;;;;;
Produkt;Direktversand > Trockenprodukte > Snacks;Direktversand_Trockenprodukte_Snacks_0_Riegel;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1021766;Ananas-Cashew-Riegel;Wenn einer unserer Kunden aus dem Rohwarenhandel ein tolles Produkt aus unseren Früchten und Nüssen entwickelt, dann verkaufen wir es weiter. Dieser Ananas-Cashew-Riegel ist so ein Produkt. Hergestellt von unserem Partner Equal Exchange in Grossbritannien, mit Cashews von gebana Burkina Faso und getrockneten Ananas von gebana Togo. Ein Riegel wiegt 40 Gramm. Bei Lieferengpässen kann es vorkommen, dass Equal Exchange vorübergehend Ananas aus anderen Ländern bezieht statt aus Togo.;;;;;;;;Burkina Faso / Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1004242;Ananas-Cashew-Riegel;Wenn einer unserer Kunden aus dem Rohwarenhandel ein tolles Produkt aus unseren Früchten und Nüssen entwickelt, dann verkaufen wir es weiter. Dieser Ananas-Cashew-Riegel ist so ein Produkt. Hergestellt von Equal Exchange in Grossbritannien, mit Cashews von gebana Burkina Faso. Mindestens haltbar bis 19.05.2026;;;;;;;;Burkina Faso / Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Snacks;1019766;Ananas-Cashew-Riegel;Wenn einer unserer Kunden aus dem Rohwarenhandel ein tolles Produkt aus unseren Früchten und Nüssen entwickelt, dann verkaufen wir es weiter. Dieser Ananas-Cashew-Riegel ist so ein Produkt. Hergestellt von Equal Exchange in Grossbritannien, mit Cashews von gebana Burkina Faso. Ein Riegel wiegt 40 Gramm.;;;;;;;;Burkina Faso / Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1019339;Ananas-Cashew-Riegel;Wenn einer unserer Kunden aus dem Rohwarenhandel ein tolles Produkt aus unseren Früchten und Nüssen entwickelt, dann verkaufen wir es weiter. Dieser Ananas-Cashew-Riegel ist so ein Produkt. Hergestellt von Equal Exchange in Grossbritannien, mit Cashews von gebana Burkina Faso. Hinweis: Wegen eines Importfehlers sind die Riegel nicht mehr bio-zertifiziert. Da auf der Verpackung jedes einzelnen Riegels ein Bio-Siegel aufgedruckt ist, mussten wir die Riegel umpacken. Sie sind deshalb ausnahmsweise alle zusammen in einer grossen Tüte statt einzeln verpackt.;;;;;;;;Burkina Faso / Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1021295;Aprikosen-Mandeln Riegel;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1019763;Aprikosen-Mandeln-Riegel;Fruchtiger Riegel aus getrockneten Aprikosen und Mandeln aus Pakistan. Hergestellt von Equal Exchange in Grossbritannien. Ein Riegel wiegt 40 Gramm.;;;;;;;;Pakistan / Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1020617;Aprikosen-Mandeln-Riegel;Fruchtiger Riegel aus getrockneten Aprikosen und Mandeln aus Pakistan. Hergestellt von Equal Exchange in Grossbritannien.;;;;;;;;Pakistan / Diverse;
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Trockenprodukte;1000554;Aprikosen-Rosinen-Riegel;Fruchtiger Riegel aus getrockneten Aprikosen und Aprikosenkernen aus Pakistan sowie Rosinen.;;;;;;;;Pakistan / Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1019337;Aprikosen-Rosinen-Riegel;Fruchtiger Riegel aus getrockneten Aprikosen und Aprikosenkernen aus Pakistan sowie Rosinen. Hinweis: Wegen eines Importfehlers sind die Riegel nicht mehr bio-zertifiziert. Da auf der Verpackung jedes einzelnen Riegels ein Bio-Siegel aufgedruckt ist, mussten wir die Riegel umpacken. Sie sind deshalb ausnahmsweise alle zusammen in einer grossen Tüte statt einzeln verpackt.;;;;;;;;;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1019765;Dattel-Walnuss-Riegel;Wenn einer unserer Kunden aus dem Rohwarenhandel ein tolles Produkt aus unseren Früchten und Nüssen entwickelt, dann verkaufen wir es weiter. Dieser Dattel-Walnuss-Riegel ist so ein Produkt. Hergestellt von Equal Exchange in Grossbritannien, mit unseren Datteln aus Tunesien. Ein Riegel wiegt 40 Gramm.;;;;;;;;Tunesien / Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1001772;Dattel-Walnuss-Riegel;Wenn einer unserer Kunden aus dem Rohwarenhandel ein tolles Produkt aus unseren Früchten und Nüssen entwickelt, dann verkaufen wir es weiter. Dieser Dattel-Walnuss-Riegel ist so ein Produkt. Hergestellt von Equal Exchange in Grossbritannien, mit unseren Datteln aus Tunesien. Mindestens haltbar bis 30.10.2024;;;;;;;;Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1019764;Mango-Paranuss-Riegel;Wenn einer unserer Kunden aus dem Rohwarenhandel ein tolles Produkt aus unseren Früchten und Nüssen entwickelt, dann verkaufen wir es weiter. Dieser Mango-Paranuss-Riegel ist so ein Produkt. Hergestellt von Equal Exchange in Grossbritannien, mit Mangos von gebana Burkina Faso. Ein Riegel wiegt 40 Gramm.;;;;;;;;Burkina Faso / Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1012138;Mango-Paranuss-Riegel;Wenn einer unserer Kunden aus dem Rohwarenhandel ein tolles Produkt aus unseren Früchten und Nüssen entwickelt, dann verkaufen wir es weiter. Dieser Mango-Paranuss-Riegel ist so ein Produkt. Hergestellt von Equal Exchange in Grossbritannien, mit Mangos von gebana Burkina Faso.;;;;;;;;Burkina Faso / Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1000556;Mango-Paranuss-Riegel;Wenn einer unserer Kunden aus dem Rohwarenhandel ein tolles Produkt aus unseren Früchten und Nüssen entwickelt, dann verkaufen wir es weiter. Dieser Mango-Paranuss-Riegel ist so ein Produkt. Hergestellt von Equal Exchange in Grossbritannien, mit Mangos von gebana Burkina Faso. Ein Riegel wiegt 40 Gramm.;;;;;;;;Burkina Faso / Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Snacks;1004285;Riegelset, 5 Stück AKTION;Dieses Set aus vier Riegeln enthält den gebana Klassiker Barrita mit Sesam sowie drei Frucht-Nuss-Riegel, die Equal Exchange mit Trockenfrüchten aus Tunesien, der Türkei und Burkina Faso herstellt: Mango-Paranuss, Dattel-Walnuss und Aprikosen-Mandel.;;;;;;;;Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1020762;Riegelset;Dieses Set aus vier Riegeln enthält den gebana Klassiker Barrita mit Sesam sowie drei Frucht-Nuss-Riegel, die unser Partner Equal Exchange mit unseren Trockenfrüchten aus Tunesien, der Türkei und Burkina Faso herstellt: Mango-Paranuss, Dattel-Walnuss und Aprikosen-Mandel. Die Frucht-Nuss-Riegel wiegen je 40 Gramm, der Barrita-Riegel wiegt 20 Gramm.;;;;;;;;Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1016132;Riegelset;Dieses Set aus fünf Riegeln enthält den gebana Klassiker Barrita und vier Frucht-Nuss-Riegel, die Equal Exchange mit Trockenfrüchten aus Tunesien, der Türkei, Togo und Burkina Faso herstellt: Mango-Paranuss, Dattel-Walnuss, Aprikosen-Mandel und Ananas-Cashew.;;;;;;;;Diverse;Riegel, Schokolade & Snacks
Artikel;Direktversand > Trockenprodukte > Snacks > Riegel;1022298;Riegelset;Dieses Set aus fünf Riegeln enthält den gebana Klassiker Barrita und vier Frucht-Nuss-Riegel, die Equal Exchange mit Trockenfrüchten aus Tunesien, der Türkei, Togo und Burkina Faso herstellt: Mango-Paranuss, Dattel-Walnuss, Aprikosen-Mandel und Ananas-Cashew. Mindestens haltbar bis 07.05.2026;;;;;;;;Diverse;Riegel, Schokolade & Snacks
